policy_id,title,organization,stage2_category,confidence,reason,candidate_count,direct_cash_candidate_count,candidate_types,estimated_amount_manwon,estimated_type,estimated_context,direct_candidate_summary,manual_status,manual_category,url
PBLN_000000000118033,[충북] 2026년 사회적기업 육성자금 이차보전금 지원계획 공고,충청북도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118033
TECHNOPARK:793,[강원테크노파크 공고 제 2026-101호] 2026년도 강원 지역특화형(바이오헬스·식품) 스마트공장 구축사업 공고,강원테크노파크,hold_unit_or_total_context,none,월/명/건/기간/총규모/자부담 등 위험 문맥 포함,10,7,"education_fee, support_amount",,,,"20000.0만원/support_amount/조건◦(지원 과제)14개사(고도화 4,기초 10)◦(지원 조건)-고도화:목표수준별 총 2.5억원 내에서 2회(1회차고도화→2회차동일수준)까지 지원하되,회당 최대 2억원 한도,지원비율 50%이내에서 지원가능*단,공고일 전에 스마트공장 구축사업을 통해 “고도화”지원받은 기업이 ‘26년도 “동일수준”신청시,기존처럼 최대 0.5 || 20000.0만원/support_amount/‘25년 이전 고도화 목표(중간1) 달성한 기업이 중간1 동일수준 목표로 지원할 경우최대 6개월최대 0.5억원중간1(동일수준)∘ 최초신청 기업 최대 9개월최대 2억원중간1 또는중간2(고도화)∘ 기초수준 구축기업최대 9개월최대 2억원중간1 또는중간2(고도화)∘ ‘25년 이전 중간1을 지원받아 목표달성한 기업이 중간2를 목표 || 20000.0만원/support_amount/목표로 지원할 경우최대 6개월최대 0.5억원중간1(동일수준)∘ 최초신청 기업 최대 9개월최대 2억원중간1 또는중간2(고도화)∘ 기초수준 구축기업최대 9개월최대 2억원중간1 또는중간2(고도화)∘ ‘25년 이전 중간1을 지원받아 목표달성한 기업이 중간2를 목표로 하는 경우 최대 9개월최대 2억원중간2(고... || 20000.0만원/support_amount/기초수준 구축기업최대 9개월최대 2억원중간1 또는중간2(고도화)∘ ‘25년 이전 중간1을 지원받아 목표달성한 기업이 중간2를 목표로 하는 경우 최대 9개월최대 2억원중간2(고... || 8000.0만원/support_amount/년도 “동일수준”신청시,기존처럼 최대 0.5억원,6개월 이내 지원 가능(동일수준 지원은 목표수준별 1회만 지원 가능) - 2 - -기초:신규 구축 및 동일 수준 0.8억원 이내(지원 비율 80%이내)지원유형지원기간정부 지원한도지원 비율구축목표수준※고도화최대 9개월최대 2.0억원 이내(단, 수준별 2.5억원 한도)50% 이 || 5000.0만원/support_amount/최대 2억원 한도,지원비율 50%이내에서 지원가능*단,공고일 전에 스마트공장 구축사업을 통해 “고도화”지원받은 기업이 ‘26년도 “동일수준”신청시,기존처럼 최대 0.5억원,6개월 이내 지원 가능(동일수준 지원은 목표수준별 1회만 지원 가능) - 2 - -기초:신규 구축 및 동일 수준 0.8억원 이내(지원 비율 80%이내)",reviewed,keep_old_amount,https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTMwNjYmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
PBLN_000000000119836,[전남광주] 2026년 상반기 구조고도화자금 지원 계획 공고,전남광주통합특별시,hold_unit_or_total_context,none,월/명/건/기간/총규모/자부담 등 위험 문맥 포함,6,4,"loan, support_amount, support_ratio",,,,"1000000.0만원/support_amount/026년도 상반기 구조고도화자금 지원 계획을 다음과 같이 공고합니다.2026년 3월 4일광 주 광 역 시 장1 지원 개요 ❍ 지원 규모 : 300억원 ※ 하반기 100억원 예정 ❍ 지원 내용 사 업 명지원 용도지원 한도상환 조건비 고창업지원사업(업력: 7년 이내)공장부지 매입, 제조기계설비 구입,공장건물 매입·건축·임차  || 1000000.0만원/support_amount/) - 오락기 및 도박기계 임대업체 - 단순보관 유통·도·소매업체(사업자등록증상 제조업체로 명기되어 있어도 제외) - 최근 5년간 정부·지자체 정책자금 지원금액 100억원 초과 업체 - 운전자금(1년 거치 2년 균분상환)의 경우, 만기 상환 이후 신청 가능 - 전년도 구조고도화자금 승인서를 발급받고 대출취급기한 내 미사용 || 100000.0만원/support_amount/제조업체, 제조업 관련 서비스업체 ☞ 구조고도화자금(창업지원사업, 경쟁력강화사업, 경영안정사업) 지원 - 창업지원사업(3년 거치, 5년 균분상환 / 지원 한도 10억원 / 시설자금) - 경쟁력강화사업(3년 거치, 5년 균분상환 / 지원 한도 10억원 / 시설자금) - 경영안정화사업(1년 거치, 2년 균분상환 / 지원 한도 || 100000.0만원/support_amount/경영안정사업) 지원 - 창업지원사업(3년 거치, 5년 균분상환 / 지원 한도 10억원 / 시설자금) - 경쟁력강화사업(3년 거치, 5년 균분상환 / 지원 한도 10억원 / 시설자금) - 경영안정화사업(1년 거치, 2년 균분상환 / 지원 한도 3억원 / 운전자금) 사업신청 방법 온라인 접수 (기금융자관리시스템) 사업신청 사",reviewed,keep_old_amount,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119836
PBLN_000000000118879,[인천] 2026년 청년 창업가 육성 및 지원을 위한 청년창업 특례보증 지원사업 공고,인천광역시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,"non_cash, support_ratio",,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118879
PBLN_000000000123549,[경기] 용인시 제2차 반도체기업 기술보호 지원사업 모집 공고,경기도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,non_cash,,,,,reviewed,keep_old_amount,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123549
PBLN_000000000118881,[인천] 2026년 소공인 경영안정 및 성장지원을 위한 소공인 지원 특례보증 지원사업 공고,인천광역시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,"non_cash, support_ratio",,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118881
SMARTFACTORY:2026-N-0122:1,[코오롱베니트] 2026년도 상생형 인공지능 전환(AX) 선도모델 구축지원 사업 공고,스마트공장 사업관리시스템,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,14,0,"education_fee, fee, support_ratio",,,,,pending,mixed_manual_review,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0122&pbancSn=1
TECHNOPARK:872,2026년 충남 정보보호 우수사례 지원사업 수혜기업 모집,충남테크노파크,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,6,0,"consulting_fee, non_cash, support_amount",,,,,reviewed,keep_old_amount,https://www.ctp.or.kr/business/datadetail.do?seq=2709231
PBLN_000000000119420,[대전] 2026년 수출보증보험료 지원사업 참가기업 모집 공고,대전광역시,ratio_only,none,금액 후보 없이 지원비율만 있음,1,0,support_ratio,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119420
PBLN_000000000123792,2026년 충북청주 강소특구 X SK텔레콤 AI 기반 제조혁신 오픈이노베이션 지원사업 모집 공고,충청북도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123792
PBLN_000000000116487,[경남] 창원시 2025년 중소기업육성자금 긴급 융자 지원사업 재공고,경상남도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,"non_cash, support_ratio",,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000116487
PBLN_000000000119919,2026년 IP담보대출연계 지식재산평가지원사업 공고,지식재산처,ratio_only,none,금액 후보 없이 지원비율만 있음,5,0,support_ratio,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119919
SMARTFACTORY:2026-N-0124:1,[현대자동차 그룹] 2026년도 상생형 인공지능 전환(AX) 선도모델 구축지원 사업 공고,스마트공장 사업관리시스템,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,5,0,"education_fee, support_ratio",,,,,pending,mixed_manual_review,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0124&pbancSn=1
PBLN_000000000120234,[전남광주] 2026년 청년창업특례보증 지원계획 공고,전남광주통합특별시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120234
PBLN_000000000123526,[충남] 2026년 산학연 협동프로그램 참여기업 지원사업 모집 재공고(테크노파크 생산장비 고도화),충청남도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,"support_ratio, total_support_scale",,,,,pending,mixed_manual_review,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123526
PBLN_000000000116998,[경북] 2026년 소상공인육성자금(경북버팀금융) 이차보전 지원 계획 공고,경상북도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000116998
PBLN_000000000123504,[서남권] 2026년 2차 지역혁신클러스터육성(비R&D) 기업지원사업 모집 공고,전남광주통합특별시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,5,0,non_cash,,,,,pending,manual_representative_recoverable,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123504
PBLN_000000000117038,[충북] 2026년 소상공인 육성자금 지원계획 공고,충청북도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117038
PBLN_000000000122346,[인천] 2026년 원도심ㆍ지역상권 활성화를 위한 상권 활성화 특례보증 지원사업 공고,인천광역시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,"non_cash, support_ratio",,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122346
PBLN_000000000123659,[경북] 2026년 3차 지역기업 성장사다리 지원사업 통합 추가 공고,중소벤처기업부,roi_estimate_high_same_amount,high,복수 직접지원 후보이나 금액이 같고 한도 문맥 명확,4,2,"consulting_fee, support_amount",1500.0,support_amount,"본사가 해당 지역 내 소재하며, 경북지역 주력산업 분야(KSIC코드 첨부 必)를 영위하는 중소기업 ☞ 초기ㆍ잠재기업(최대 15,000천원), R&D연계기업(최대 15,000천원) 지원 - 기술혁신, 기술이전, 기술지도, 시험분석, 인증, 특허, 시제품제작, 제품고급화, 디자인, 시장조사, 홍보, 전시회, 컨설팅 ※ 자세한 지원내용 공고문 참조 사업신청 방법 온라인 접수(기업지원사업 관리시","1500.0만원/support_amount/본사가 해당 지역 내 소재하며, 경북지역 주력산업 분야(KSIC코드 첨부 必)를 영위하는 중소기업 ☞ 초기ㆍ잠재기업(최대 15,000천원), R&D연계기업(최대 15,000천원) 지원 - 기술혁신, 기술이전, 기술지도, 시험분석, 인증, 특허, 시제품제작, 제품고급화, 디자인, 시장조사, 홍보, 전시회, 컨설팅 ※ 자세한 || 1500.0만원/support_amount/2개유형(①시장도약형,②기술확장형)이며,각유형별로필수선택1개+자율프로그램(최대2개)선택가능합니다.추가로선택한프로그램의지원금합이1,500만원이내여야합니다.ü(시장도약형예시)시장조사(필수)+브랜드개발+전시회ü(기술확장형예시)기술이전(필수)+시험분석+시제품제작ü필수프로그램1가지만선택하여신청도가능합니다.6.R&D연계전용Q6-1R",reviewed,keep_old_amount,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123659
PBLN_000000000117067,[세종] 2026년 사회적경제 조직 금융(이차보전) 지원계획 공고,세종특별자치시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117067
PBLN_000000000117071,[부산] 사상구 2026년 소상공인 보증료 지원사업 대상자 모집 공고,부산광역시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117071
PBLN_000000000123156,2026년 2차 관세피해업종 이차보전지원 사업 공고,산업통상부,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,6,0,"non_cash, support_ratio",,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123156
PBLN_000000000117074,[경기] 부천시 2026년 중소기업특례보증 지원 계획 공고,경기도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117074
PBLN_000000000123417,[경북] 영천시 2026년 2차 중소기업 고부가가치 전환육성 지원사업 공고,경상북도,hold_unit_or_total_context,none,월/명/건/기간/총규모/자부담 등 위험 문맥 포함,3,2,"non_cash, support_amount",,,,"10000.0만원/support_amount/중소기업의 연구개발을 통해 미래의 시장 진출을 준비하기 위한 고부가가치 사업화 기술 개발 지원 2) 지원 대상 : 선정 후 협약 기업 단독 3) 지원금 : 최대 100,000천원(지원금의 20% 이상 현금 기업 부담) 4) 추진 절차 氠瑢 모집 공고 ⇨ 선정 평가 ⇨ 과제 협약 ⇨ 사업수행 ⇨ 결과 평가 (6~7월) (7 || 4000.0만원/support_amount/천시 중소기업의 신규 시장 진출을 준비하기 위한 양산화 단계의 시제품 고급화 제작 지원비 지원 2) 지원 대상 : 선정 후 협약 기업 단독 3) 지원금 : 최대 40,000천원(지원금의 20% 이상 현금 기업 부담) 4) 추진절차 氠瑢 모집 공고 ⇨ 선정 평가 ⇨ 과제 협약 ⇨ 사업수행 ⇨ 결과 평가 ⇨ 사업비 지급 (6",pending,manual_representative_recoverable,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123417
PBLN_000000000117094,[충남] 2026년 소상공인자금 융자 지원계획 공고,충청남도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,"non_cash, support_ratio",,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117094
PBLN_000000000117075,[경기] 부천시 2026년 특례보증 지원 계획 공고,경기도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117075
PBLN_000000000117085,2026년 시니어인턴십 사업 참여 기업 모집 공고,보건복지부,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,2,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117085
PBLN_000000000117096,[대전] 서구 2026년 소상공인 경영안정자금 지원사업 공고,대전광역시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,"non_cash, support_amount, support_ratio",,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117096
PBLN_000000000117095,[충남] 2026년 사회적경제기금 융자지원 계획 공고,충청남도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117095
PBLN_000000000123466,2026년 지능형 반도체 개발ㆍ실증지원 고신뢰 반도체 상용화를 위한 검증ㆍ확인 지원사업 기업 지원 프로그램 통합 공고,산업통상부,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,4,0,"non_cash, support_amount",,,,,pending,mixed_manual_review,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123466
PBLN_000000000117103,[대전] 유성구 2026년 소상공인 특례보증 지원사업 공고,대전광역시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117103
PBLN_000000000117056,[경기] 부천시 2026년 내일채움공제 지원 계획 공고,경기도,hold_unit_or_total_context,none,월/명/건/기간/총규모/자부담 등 위험 문맥 포함,2,2,support_amount,,,,"34.0만원/support_amount/대해 부천시 지원금을 반기별로 정산하여 지급 ※ 기업과 핵심인력이 ‘공제 청약서’에 명시된 공제부금 미납 시, 납부 시까지 지원금 지급 유보 〇 납입금액 : 월 34만원 이상 (핵심인력 : 중소기업 = 1 : 2 이상) ※ (예시) 핵심인력 10만원, 기업 24만원 이상(기업 17만원 이상, 부천시 7만원) 〇 만기금액  || 7.0만원/support_amount/경쟁력 강화 도모를 위해 2026년 부천시 「내일채움공제」 지원 계획을 다음과 같이 공고합니다. ☞ 부천시 소재 중소제조기업 ☞ 가입인원 1명당 월 기업부담금 7만원 지원 - 기업당 최대 3명까지 지원(기존ㆍ신규가입 포함) ※ 자세한 지원내용 공고문 참조 사업신청 방법 온라인 또는 방문 접수 - 온라인 : 내일채움공제 홈",pending,manual_representative_recoverable,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117056
PBLN_000000000117109,[경기] 2026년 사회적경제조직 특별융자 사업 공고,경기도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117109
PBLN_000000000117111,[서울] 2026년 중소기업육성자금 융자지원 계획 공고,서울특별시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,11,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117111
PBLN_000000000117127,2026년 관광진흥개발기금 신용보증부 운영자금 특별융자 지원 지침 공고,문화체육관광부,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117127
PBLN_000000000123745,2026년 4차 예술산업보증 7월 공고,문화체육관광부,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,non_cash,,,,,pending,mixed_manual_review,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123745
SMARTFACTORY:2026-N-0005:1,2026년 스마트공장 수준확인 사업 공고,스마트공장 사업관리시스템,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,6,0,"consulting_fee, loan, support_ratio",,,,,pending,mixed_manual_review,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0005&pbancSn=1
PBLN_000000000117130,2026년 상반기 관광진흥개발기금 이차보전 지원 지침 공고,문화체육관광부,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117130
PBLN_000000000120134,[전남광주] 2026년 평동산업단지 중소기업 보증료 지원사업 공고,전남광주통합특별시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,guarantee,,,,,pending,finance_exclude_payload,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120134
PBLN_000000000117145,[전남광주] 2026년 중소기업 육성자금(중소유통업 구조개선자금) 지원계획 공고,전남광주통합특별시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117145
PBLN_000000000122357,[충북] 2026년 중소기업 경영애로 전문가 컨설팅서비스 참여기업 모집 공고,충청북도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122357
PBLN_000000000117146,[전남광주] 2026년 중소기업 육성자금(중소기업 경영안정자금) 지원계획 공고,전남광주통합특별시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,4,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117146
PBLN_000000000117147,[전남광주] 2026년 중소기업 육성자금(건설업 (특별)경영안정자금) 지원계획 공고,전남광주통합특별시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117147
PBLN_000000000117149,[전남광주] 2026년 중소기업 육성자금(사회적경제 (특별)경영안정자금) 지원계획 공고,전남광주통합특별시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117149
PBLN_000000000117150,[인천] 서구 2026년 청년기업 인증 신청 공고,인천광역시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,6,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117150
PBLN_000000000117154,[경북] 2026년 산불피해기업 재해시설자금 이차보전 지원 계획 공고,경상북도,ratio_only,none,금액 후보 없이 지원비율만 있음,1,0,support_ratio,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117154
PBLN_000000000117158,[경북] 2026년 벤처기업 육성자금 운용계획 공고,경상북도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117158
PBLN_000000000117168,[대구] 2025년 4차 소상공인 맞춤형 출산ㆍ양육지원 사업 모집 공고,대구광역시,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117168
SMARTFACTORY:2025-N-0211:1,2026년 제조DX멘토단 활용지원사업 통합공고,스마트공장 사업관리시스템,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,7,0,total_support_scale,,,,,pending,total_scale_manual_review,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2025-N-0211&pbancSn=1
PBLN_000000000117177,[경기] 성남시 2026년 중소기업 특례보증 지원계획 공고,경기도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117177
PBLN_000000000117221,[대전] 소상공인 경영위기극복 특례보증 지원 공고,대전광역시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117221
PBLN_000000000123771,[강원] 2026년 3차 지식재산 긴급지원 모집 공고,강원특별자치도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,5,0,"non_cash, support_amount",,,,,pending,recommend_only_payload,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123771
PBLN_000000000117223,[대전] 2026년 1차 소상공인 초저금리 특별자금 지원 계획 공고,대전광역시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117223
PBLN_000000000117232,[충남] 2026년 식품진흥기금 시설개선자금 융자계획 공고,충청남도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117232
PBLN_000000000117254,[경남] 창원시 2026년 중소기업 육성자금 융자지원 계획 공고,경상남도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117254
